Term,Hits,NLP_Entity_Hits,NLP_Identifier_Hits
wbgene00198114,1,,
wbgene00198116,1,,
wbgene00198117,1,,
wbgene00198118,1,,
wbgene00198120,1,,
wbgene00198121,1,,
wbgene00198122,1,,
wbgene00198125,1,,
wbgene00198126,1,,
wbgene00198128,1,,
wbgene00198129,1,,
wbgene00198130,1,,
wbgene00198131,1,,
wbgene00198132,1,,
wbgene00198133,1,,
wbgene00198134,1,,
wbgene00198136,1,,
wbgene00198137,1,,
wbgene00198142,1,,
wbgene00198144,1,,
wbgene00198145,1,,
wbgene00198148,1,,
wbgene00198149,1,,
wbgene00198150,1,,
wbgene00198151,1,,
wbgene00198152,1,,
wbgene00198153,1,,
wbgene00198155,1,,
wbgene00198159,1,,
wbgene00198161,1,,
wbgene00198164,1,,
wbgene00198172,1,,
wbgene00198173,1,,
wbgene00198174,1,,
wbgene00198176,1,,
wbgene00198177,1,,
wbgene00198180,1,,
wbgene00198182,1,,
wbgene00198183,1,,
wbgene00198185,1,,
wbgene00198186,1,,
wbgene00198188,1,,
wbgene00198190,1,,
wbgene00198192,1,,
wbgene00198194,1,,
wbgene00198196,1,,
wbgene00198197,1,,
wbgene00198199,1,,
wbgene00198200,1,,
wbgene00198201,1,,
wbgene00198203,1,,
wbgene00198204,1,,
wbgene00198209,1,,
wbgene00198210,1,,
wbgene00198213,1,,
wbgene00198214,1,,
wbgene00198215,1,,
wbgene00198216,1,,
wbgene00198218,1,,
wbgene00198219,1,,
wbgene00198221,1,,
wbgene00198222,1,,
wbgene00198223,1,,
wbgene00198225,1,,
wbgene00198226,1,,
wbgene00198228,1,,
wbgene00198229,1,,
wbgene00198230,1,,
wbgene00198233,1,,
wbgene00198234,1,,
wbgene00198236,1,,
wbgene00198238,1,,
wbgene00198239,1,,
wbgene00198240,1,,
wbgene00198241,1,,
wbgene00198242,1,,
wbgene00198243,1,,
wbgene00198245,1,,
wbgene00198246,1,,
wbgene00198248,1,,
wbgene00198249,1,,
wbgene00198251,1,,
wbgene00198254,1,,
wbgene00198260,1,,
wbgene00198261,1,,
wbgene00198262,1,,
wbgene00198264,1,,
wbgene00198267,1,,
wbgene00198269,1,,
wbgene00198270,1,,
wbgene00198271,1,,
wbgene00198272,1,,
wbgene00198273,1,,
wbgene00198275,1,,
wbgene00198277,1,,
wbgene00198278,1,,
wbgene00198279,1,,
wbgene00198280,1,,
wbgene00198283,1,,
wbgene00198287,1,,
wbgene00198288,1,,
wbgene00198289,1,,
wbgene00198290,1,,
wbgene00198293,1,,
wbgene00198295,1,,
wbgene00198296,1,,
wbgene00198298,1,,
wbgene00198299,1,,
wbgene00198303,1,,
wbgene00198304,1,,
wbgene00198306,1,,
wbgene00198308,1,,
wbgene00198309,1,,
wbgene00198316,1,,
wbgene00198317,1,,
wbgene00198318,1,,
wbgene00198319,1,,
wbgene00198322,1,,
wbgene00198323,1,,
wbgene00198324,1,,
wbgene00198325,1,,
wbgene00198326,1,,
wbgene00198329,1,,
wbgene00198330,1,,
wbgene00198331,1,,
wbgene00198335,1,,
wbgene00198336,1,,
wbgene00198339,1,,
wbgene00198341,1,,
wbgene00198344,1,,
wbgene00198346,1,,
wbgene00198349,1,,
wbgene00198351,1,,
wbgene00198355,1,,
wbgene00198357,1,,
wbgene00198360,1,,
wbgene00198364,1,,
wbgene00198369,1,,
wbgene00198373,1,,
wbgene00198375,1,,
wbgene00198376,1,,
wbgene00198377,1,,
wbgene00198378,1,,
wbgene00198379,1,,
wbgene00198382,1,,
wbgene00198383,1,,
wbgene00198391,1,,
wbgene00198392,1,,
wbgene00198394,1,,
wbgene00198396,1,,
wbgene00198397,1,,
wbgene00198399,1,,
wbgene00198400,1,,
wbgene00198401,1,,
wbgene00198404,1,,
wbgene00198410,1,,
wbgene00198411,1,,
wbgene00198413,1,,
wbgene00198415,1,,
wbgene00198416,1,,
wbgene00198418,1,,
wbgene00198419,1,,
wbgene00198421,1,,
wbgene00198423,1,,
wbgene00198425,1,,
wbgene00198426,1,,
wbgene00198428,1,,
wbgene00198429,1,,
wbgene00198430,1,,
wbgene00198431,1,,
wbgene00198432,1,,
wbgene00198433,1,,
wbgene00198434,1,,
wbgene00198436,1,,
wbgene00198437,1,,
wbgene00198441,1,,
wbgene00198442,1,,
wbgene00198445,1,,
wbgene00198449,1,,
wbgene00198452,1,,
wbgene00198454,1,,
wbgene00198456,1,,
wbgene00198457,1,,
wbgene00198458,1,,
wbgene00198459,1,,
wbgene00198460,1,,
wbgene00198461,1,,
wbgene00198462,1,,
wbgene00198463,1,,
wbgene00198464,1,,
wbgene00198466,1,,
wbgene00198468,1,,
wbgene00198469,1,,
wbgene00198470,1,,
wbgene00198471,1,,
wbgene00198472,1,,
wbgene00198475,1,,
wbgene00198480,1,,
wbgene00198484,1,,
wbgene00198486,1,,
wbgene00198487,1,,
wbgene00198489,1,,
wbgene00198491,1,,
wbgene00198494,1,,
wbgene00198495,1,,
wbgene00198498,1,,
wbgene00198501,1,,
wbgene00198504,1,,
wbgene00198507,1,,
wbgene00198509,1,,
wbgene00198512,1,,
wbgene00198513,1,,
wbgene00198515,1,,
wbgene00198519,1,,
wbgene00198520,1,,
wbgene00198521,1,,
wbgene00198525,1,,
wbgene00198526,1,,
wbgene00198528,1,,
wbgene00198529,1,,
wbgene00198531,1,,
wbgene00198532,1,,
wbgene00198535,1,,
wbgene00198538,1,,
wbgene00198540,1,,
wbgene00198542,1,,
wbgene00198544,1,,
wbgene00198546,1,,
wbgene00198547,1,,
wbgene00198549,1,,
wbgene00198550,1,,
wbgene00198552,1,,
wbgene00198553,1,,
wbgene00198555,1,,
wbgene00198556,1,,
wbgene00198557,1,,
wbgene00198560,1,,
wbgene00198566,1,,
wbgene00198568,1,,
wbgene00198572,1,,
wbgene00198575,1,,
wbgene00198576,1,,
wbgene00198577,1,,
wbgene00198582,1,,
wbgene00198583,1,,
wbgene00198589,1,,
wbgene00198590,1,,
wbgene00198593,1,,
wbgene00198596,1,,
wbgene00198602,1,,
wbgene00198604,1,,
wbgene00198605,1,,
wbgene00198607,1,,
wbgene00198609,1,,
wbgene00198610,1,,
wbgene00198613,1,,
wbgene00198615,1,,
wbgene00198616,1,,
wbgene00198621,1,,
wbgene00198623,1,,
wbgene00198624,1,,
wbgene00198627,1,,
wbgene00198628,1,,
wbgene00198630,1,,
wbgene00198635,1,,
wbgene00198636,1,,
wbgene00198639,1,,
wbgene00198644,1,,
wbgene00198651,1,,
wbgene00198652,1,,
wbgene00198659,1,,
wbgene00198660,1,,
wbgene00198661,1,,
wbgene00198663,1,,
wbgene00198668,1,,
wbgene00198670,1,,
wbgene00198671,1,,
wbgene00198672,1,,
wbgene00198674,1,,
wbgene00198675,1,,
wbgene00198677,1,,
wbgene00198678,1,,
wbgene00198679,1,,
wbgene00198680,1,,
wbgene00198682,1,,
wbgene00198683,1,,
wbgene00198685,1,,
wbgene00198688,1,,
wbgene00198689,1,,
wbgene00198690,1,,
wbgene00198691,1,,
wbgene00198692,1,,
wbgene00198693,1,,
wbgene00198695,1,,
wbgene00198698,1,,
wbgene00198699,1,,
wbgene00198702,1,,
wbgene00198705,1,,
wbgene00198706,1,,
wbgene00198707,1,,
wbgene00198709,1,,
wbgene00198710,1,,
wbgene00198711,1,,
wbgene00198712,1,,
wbgene00198713,1,,
wbgene00198714,1,,
wbgene00198717,1,,
wbgene00198718,1,,
wbgene00198719,1,,
wbgene00198722,1,,
wbgene00198724,1,,
wbgene00198726,1,,
wbgene00198730,1,,
wbgene00198731,1,,
wbgene00198732,1,,
wbgene00198733,1,,
wbgene00198738,1,,
wbgene00198739,1,,
wbgene00198740,1,,
wbgene00198743,1,,
wbgene00198746,1,,
wbgene00198748,1,,
wbgene00198749,1,,
wbgene00198750,1,,
wbgene00198751,1,,
wbgene00198752,1,,
wbgene00198753,1,,
wbgene00198754,1,,
wbgene00198756,1,,
wbgene00198765,1,,
wbgene00198766,1,,
wbgene00198767,1,,
wbgene00198771,1,,
wbgene00198773,1,,
wbgene00198775,1,,
wbgene00198776,1,,
wbgene00198777,1,,
wbgene00198779,1,,
wbgene00198781,1,,
wbgene00198782,1,,
wbgene00198783,1,,
wbgene00198785,1,,
wbgene00198786,1,,
wbgene00198787,1,,
wbgene00198790,1,,
wbgene00198794,1,,
wbgene00198795,1,,
wbgene00198796,1,,
wbgene00198803,1,,
wbgene00198810,1,,
wbgene00198811,1,,
wbgene00198814,1,,
wbgene00198816,1,,
wbgene00198820,1,,
wbgene00198822,1,,
wbgene00198825,1,,
wbgene00198826,1,,
wbgene00198828,1,,
wbgene00198829,1,,
wbgene00198830,1,,
wbgene00198831,1,,
wbgene00198834,1,,
wbgene00198835,1,,
wbgene00198836,1,,
wbgene00198838,1,,
wbgene00198839,1,,
wbgene00198844,1,,
wbgene00198848,1,,
wbgene00198849,1,,
wbgene00198851,1,,
wbgene00198852,1,,
wbgene00198853,1,,
wbgene00198855,1,,
wbgene00198858,1,,
wbgene00198861,1,,
wbgene00198862,1,,
wbgene00198863,1,,
wbgene00198865,1,,
wbgene00198869,1,,
wbgene00198870,1,,
wbgene00198871,1,,
wbgene00198873,1,,
wbgene00198883,1,,
wbgene00198885,1,,
wbgene00198886,1,,
wbgene00198887,1,,
wbgene00198890,1,,
wbgene00198892,1,,
wbgene00198895,1,,
wbgene00198896,1,,
wbgene00198897,1,,
wbgene00198899,1,,
wbgene00198910,1,,
wbgene00198914,1,,
wbgene00198915,1,,
wbgene00198916,1,,
wbgene00198917,1,,
wbgene00198920,1,,
wbgene00198924,1,,
wbgene00198932,1,,
wbgene00198935,1,,
wbgene00198936,1,,
wbgene00198938,1,,
wbgene00198939,1,,
wbgene00198940,1,,
wbgene00198941,1,,
wbgene00198942,1,,
wbgene00198943,1,,
wbgene00198946,1,,
wbgene00198949,1,,
wbgene00198951,1,,
wbgene00198953,1,,
wbgene00198954,1,,
wbgene00198955,1,,
wbgene00198959,1,,
wbgene00198964,1,,
wbgene00198971,1,,
wbgene00198972,1,,
wbgene00198974,1,,
wbgene00198976,1,,
wbgene00198978,1,,
wbgene00198980,1,,
wbgene00198982,1,,
wbgene00198983,1,,
wbgene00198986,1,,
wbgene00198988,1,,
wbgene00198989,1,,
wbgene00198990,1,,
wbgene00198992,1,,
wbgene00198994,1,,
wbgene00198996,1,,
wbgene00198997,1,,
wbgene00198999,1,,
wbgene00199001,1,,
wbgene00199003,1,,
wbgene00199004,1,,
wbgene00199010,1,,
wbgene00199014,1,,
wbgene00199015,1,,
wbgene00199022,1,,
wbgene00199023,1,,
wbgene00199024,1,,
wbgene00199029,1,,
wbgene00199032,1,,
wbgene00199033,1,,
wbgene00199034,1,,
wbgene00199035,1,,
wbgene00199037,1,,
wbgene00199039,1,,
wbgene00199040,1,,
wbgene00199041,1,,
wbgene00199042,1,,
wbgene00199043,1,,
wbgene00199044,1,,
wbgene00199052,1,,
wbgene00199054,1,,
wbgene00199055,1,,
wbgene00199060,1,,
wbgene00199062,1,,
wbgene00199065,1,,
wbgene00199068,1,,
wbgene00199069,1,,
wbgene00199070,1,,
wbgene00199071,1,,
wbgene00199072,1,,
wbgene00199073,1,,
wbgene00199074,1,,
wbgene00199076,1,,
wbgene00199077,1,,
wbgene00199082,1,,
wbgene00199083,1,,
wbgene00199084,1,,
wbgene00199085,1,,
wbgene00199086,1,,
wbgene00199087,1,,
wbgene00199089,1,,
wbgene00199091,1,,
wbgene00199093,1,,
wbgene00199096,1,,
wbgene00199097,1,,
wbgene00199098,1,,
wbgene00199101,1,,
wbgene00199105,1,,
wbgene00199106,1,,
wbgene00199107,1,,
wbgene00199108,1,,
wbgene00199110,1,,
wbgene00199111,1,,
wbgene00199112,1,,
wbgene00199113,1,,
wbgene00199121,1,,
wbgene00199122,1,,
wbgene00199123,1,,
wbgene00199124,1,,
wbgene00199125,1,,
wbgene00199126,1,,
wbgene00199127,1,,
wbgene00199128,1,,
wbgene00199130,1,,
wbgene00199132,1,,
wbgene00199134,1,,
wbgene00199135,1,,
wbgene00199137,1,,
wbgene00199142,1,,
wbgene00199143,1,,
wbgene00199144,1,,
wbgene00199147,1,,
wbgene00199148,1,,
wbgene00199150,1,,
wbgene00199156,1,,
wbgene00199160,1,,
wbgene00199161,1,,
wbgene00199166,1,,
wbgene00199170,1,,
wbgene00199171,1,,
wbgene00199174,1,,
wbgene00199175,1,,
wbgene00199176,1,,
wbgene00199179,1,,
wbgene00199180,1,,
wbgene00199184,1,,
wbgene00199190,1,,
wbgene00199191,1,,
wbgene00199193,1,,
wbgene00199194,1,,
wbgene00199198,1,,
wbgene00199200,1,,
wbgene00199202,1,,
wbgene00199203,1,,
wbgene00199205,1,,
wbgene00199206,1,,
wbgene00199207,1,,
wbgene00199208,1,,
wbgene00199209,1,,
wbgene00199211,1,,
wbgene00199213,1,,
wbgene00199220,1,,
wbgene00199221,1,,
wbgene00199223,1,,
wbgene00199226,1,,
wbgene00199227,1,,
wbgene00199228,1,,
wbgene00199229,1,,
wbgene00199231,1,,
wbgene00199233,1,,
wbgene00199235,1,,
wbgene00199241,1,,
wbgene00199242,1,,
wbgene00199243,1,,
wbgene00199245,1,,
wbgene00199246,1,,
wbgene00199248,1,,
wbgene00199249,1,,
wbgene00199250,1,,
wbgene00199251,1,,
wbgene00199252,1,,
wbgene00199253,1,,
wbgene00199254,1,,
wbgene00199259,1,,
wbgene00199262,1,,
wbgene00199264,1,,
wbgene00199268,1,,
wbgene00199269,1,,
wbgene00199276,1,,
wbgene00199278,1,,
wbgene00199280,1,,
wbgene00199281,1,,
wbgene00199283,1,,
wbgene00199284,1,,
wbgene00199285,1,,
wbgene00199288,1,,
wbgene00199291,1,,
wbgene00199293,1,,
wbgene00199294,1,,
wbgene00199304,1,,
wbgene00199307,1,,
wbgene00199308,1,,
wbgene00199312,1,,
wbgene00199313,1,,
wbgene00199314,1,,
wbgene00199319,1,,
wbgene00199320,1,,
wbgene00199321,1,,
wbgene00199323,1,,
wbgene00199324,1,,
wbgene00199330,1,,
wbgene00199331,1,,
wbgene00199335,1,,
wbgene00199337,1,,
wbgene00199338,1,,
wbgene00199339,1,,
wbgene00199342,1,,
wbgene00199343,1,,
wbgene00199344,1,,
wbgene00199347,1,,
wbgene00199348,1,,
wbgene00199349,1,,
wbgene00199350,1,,
wbgene00199352,1,,
wbgene00199354,1,,
wbgene00199355,1,,
wbgene00199356,1,,
wbgene00199358,1,,
wbgene00199359,1,,
wbgene00199360,1,,
wbgene00199362,1,,
wbgene00199364,1,,
wbgene00199365,1,,
wbgene00199369,1,,
wbgene00199370,1,,
wbgene00199373,1,,
wbgene00199374,1,,
wbgene00199375,1,,
wbgene00199377,1,,
wbgene00199379,1,,
wbgene00199380,1,,
wbgene00199385,1,,
wbgene00199386,1,,
wbgene00199388,1,,
wbgene00199389,1,,
wbgene00199391,1,,
wbgene00199392,1,,
wbgene00199393,1,,
wbgene00199394,1,,
wbgene00199401,1,,
wbgene00199402,1,,
wbgene00199403,1,,
wbgene00199406,1,,
wbgene00199409,1,,
wbgene00199410,1,,
wbgene00199413,1,,
wbgene00199414,1,,
wbgene00199415,1,,
wbgene00199419,1,,
wbgene00199421,1,,
wbgene00199425,1,,
wbgene00199426,1,,
wbgene00199428,1,,
wbgene00199430,1,,
wbgene00199431,1,,
wbgene00199432,1,,
wbgene00199433,1,,
wbgene00199434,1,,
wbgene00199437,1,,
wbgene00199440,1,,
wbgene00199441,1,,
wbgene00199443,1,,
wbgene00199445,1,,
wbgene00199446,1,,
wbgene00199447,1,,
wbgene00199450,1,,
wbgene00199453,1,,
wbgene00199454,1,,
wbgene00199455,1,,
wbgene00199456,1,,
wbgene00199458,1,,
wbgene00199459,1,,
wbgene00199460,1,,
wbgene00199462,1,,
wbgene00199463,1,,
wbgene00199466,1,,
wbgene00199467,1,,
wbgene00199471,1,,
wbgene00199472,1,,
wbgene00199473,1,,
wbgene00199476,1,,
wbgene00199478,1,,
wbgene00199479,1,,
wbgene00199481,1,,
wbgene00199482,1,,
wbgene00199485,1,,
wbgene00199489,1,,
wbgene00199490,1,,
wbgene00199491,1,,
wbgene00199493,1,,
wbgene00199495,1,,
wbgene00199496,1,,
wbgene00199499,1,,
wbgene00199500,1,,
wbgene00199502,1,,
wbgene00199503,1,,
wbgene00199506,1,,
wbgene00199510,1,,
wbgene00199513,1,,
wbgene00199514,1,,
wbgene00199515,1,,
wbgene00199516,1,,
wbgene00199517,1,,
wbgene00199518,1,,
wbgene00199519,1,,
wbgene00199521,1,,
wbgene00199523,1,,
wbgene00199524,1,,
wbgene00199525,1,,
wbgene00199526,1,,
wbgene00199527,1,,
wbgene00199530,1,,
wbgene00199531,1,,
wbgene00199533,1,,
wbgene00199535,1,,
wbgene00199536,1,,
wbgene00199537,1,,
wbgene00199538,1,,
wbgene00199540,1,,
wbgene00199543,1,,
wbgene00199544,1,,
wbgene00199545,1,,
wbgene00199546,1,,
wbgene00199550,1,,
wbgene00199551,1,,
wbgene00199552,1,,
wbgene00199553,1,,
wbgene00199554,1,,
wbgene00199555,1,,
wbgene00199557,1,,
wbgene00199558,1,,
wbgene00199559,1,,
wbgene00199560,1,,
wbgene00199563,1,,
wbgene00199565,1,,
wbgene00199567,1,,
wbgene00199568,1,,
wbgene00199569,1,,
wbgene00199570,1,,
wbgene00199573,1,,
wbgene00199575,1,,
wbgene00199576,1,,
wbgene00199577,1,,
wbgene00199579,1,,
wbgene00199580,1,,
wbgene00199584,1,,
wbgene00199586,1,,
wbgene00199587,1,,
wbgene00199588,1,,
wbgene00199589,1,,
wbgene00199590,1,,
wbgene00199594,1,,
wbgene00199595,1,,
wbgene00199596,1,,
wbgene00199597,1,,
wbgene00199599,1,,
wbgene00199600,1,,
wbgene00199603,1,,
wbgene00199605,1,,
wbgene00199609,1,,
wbgene00199612,1,,
wbgene00199613,1,,
wbgene00199616,1,,
wbgene00199617,1,,
wbgene00199618,1,,
wbgene00199619,1,,
wbgene00199621,1,,
wbgene00199623,1,,
wbgene00199624,1,,
wbgene00199627,1,,
wbgene00199629,1,,
wbgene00199630,1,,
wbgene00199631,1,,
wbgene00199632,1,,
wbgene00199637,1,,
wbgene00199639,1,,
wbgene00199641,1,,
wbgene00199643,1,,
wbgene00199645,1,,
wbgene00199648,1,,
wbgene00199649,1,,
wbgene00199650,1,,
wbgene00199651,1,,
wbgene00199652,1,,
wbgene00199653,1,,
wbgene00199654,1,,
wbgene00199655,1,,
wbgene00199657,1,,
wbgene00199660,1,,
wbgene00199661,1,,
wbgene00199663,1,,
wbgene00199664,1,,
wbgene00199665,1,,
wbgene00199672,1,,
wbgene00199673,1,,
wbgene00199674,1,,
wbgene00199675,1,,
wbgene00199676,1,,
wbgene00199677,1,,
wbgene00199679,1,,
wbgene00199687,1,,
wbgene00199688,1,,
wbgene00199691,1,,
wbgene00199692,1,,
wbgene00199693,1,,
wbgene00199695,1,,
wbgene00199699,1,,
wbgene00199703,1,,
wbgene00199704,1,,
wbgene00199707,1,,
wbgene00199713,1,,
wbgene00199714,1,,
wbgene00199718,1,,
wbgene00199719,1,,
wbgene00199720,1,,
wbgene00199722,1,,
wbgene00199726,1,,
wbgene00199728,1,,
wbgene00199733,1,,
wbgene00199734,1,,
wbgene00199735,1,,
wbgene00199737,1,,
wbgene00199738,1,,
wbgene00199739,1,,
wbgene00199740,1,,
wbgene00199741,1,,
wbgene00199743,1,,
wbgene00199744,1,,
wbgene00199748,1,,
wbgene00199750,1,,
wbgene00199752,1,,
wbgene00199754,1,,
wbgene00199759,1,,
wbgene00199763,1,,
wbgene00199765,1,,
wbgene00199768,1,,
wbgene00199769,1,,
wbgene00199770,1,,
wbgene00199774,1,,
wbgene00199777,1,,
wbgene00199778,1,,
wbgene00199779,1,,
wbgene00199783,1,,
wbgene00199784,1,,
wbgene00199785,1,,
wbgene00199786,1,,
wbgene00199787,1,,
wbgene00199788,1,,
wbgene00199790,1,,
wbgene00199791,1,,
wbgene00199796,1,,
wbgene00199797,1,,
wbgene00199799,1,,
wbgene00199800,1,,
wbgene00199801,1,,
wbgene00199802,1,,
wbgene00199803,1,,
wbgene00199804,1,,
wbgene00199805,1,,
wbgene00199807,1,,
wbgene00199808,1,,
wbgene00199810,1,,
wbgene00199812,1,,
wbgene00199816,1,,
wbgene00199817,1,,
wbgene00199819,1,,
wbgene00199820,1,,
wbgene00199821,1,,
wbgene00199823,1,,
wbgene00199825,1,,
wbgene00199828,1,,
wbgene00199829,1,,
wbgene00199831,1,,
wbgene00199832,1,,
wbgene00199836,1,,
wbgene00199840,1,,
wbgene00199842,1,,
wbgene00199844,1,,
wbgene00199845,1,,
wbgene00199846,1,,
wbgene00199849,1,,
wbgene00199850,1,,
wbgene00199851,1,,
wbgene00199855,1,,
wbgene00199858,1,,
wbgene00199859,1,,
wbgene00199862,1,,
wbgene00199873,1,,
wbgene00199877,1,,
wbgene00199878,1,,
wbgene00199879,1,,
wbgene00199880,1,,
wbgene00199881,1,,
wbgene00199883,1,,
wbgene00199884,1,,
wbgene00199889,1,,
wbgene00199891,1,,
wbgene00199892,1,,
wbgene00199893,1,,
wbgene00199899,1,,
wbgene00199902,1,,
wbgene00199905,1,,
wbgene00199910,1,,
wbgene00199911,1,,
wbgene00199912,1,,
wbgene00199913,1,,
wbgene00199916,1,,
wbgene00199917,1,,
wbgene00199921,1,,
wbgene00199923,1,,
wbgene00199924,1,,
wbgene00199925,1,,
wbgene00199928,1,,
wbgene00199929,1,,
wbgene00199932,1,,
wbgene00199933,1,,
wbgene00199934,1,,
wbgene00199945,1,,
wbgene00199946,1,,
wbgene00199947,1,,
wbgene00199949,1,,
wbgene00199950,1,,
wbgene00199952,1,,
wbgene00199953,1,,
wbgene00199954,1,,
wbgene00199955,1,,
wbgene00199957,1,,
wbgene00199958,1,,
wbgene00199959,1,,
wbgene00199960,1,,
wbgene00199966,1,,
wbgene00199967,1,,
wbgene00199968,1,,
wbgene00199974,1,,
wbgene00199975,1,,
wbgene00199977,1,,
wbgene00199981,1,,
wbgene00199982,1,,
wbgene00199986,1,,
wbgene00199989,1,,
wbgene00199992,1,,
wbgene00199994,1,,
wbgene00199995,1,,
wbgene00199996,1,,
wbgene00199997,1,,
wbgene00199998,1,,
wbgene00200000,1,,
wbgene00200002,1,,
wbgene00200003,1,,
wbgene00200005,1,,
wbgene00200006,1,,
wbgene00200007,1,,
wbgene00200009,1,,
wbgene00200010,1,,
wbgene00200013,1,,
wbgene00200020,1,,
wbgene00200022,1,,
wbgene00200023,1,,
wbgene00200026,1,,
wbgene00200029,1,,
wbgene00200030,1,,
wbgene00200031,1,,
wbgene00200032,1,,
wbgene00200041,1,,
wbgene00200042,1,,
wbgene00200045,1,,
wbgene00200047,1,,
wbgene00200050,1,,
wbgene00200054,1,,
wbgene00200056,1,,
wbgene00200057,1,,
wbgene00200062,1,,
wbgene00200063,1,,
wbgene00200064,1,,
wbgene00200066,1,,
wbgene00200068,1,,
wbgene00200070,1,,
wbgene00200072,1,,
wbgene00200074,1,,
wbgene00200075,1,,
wbgene00200077,1,,
wbgene00200079,1,,
wbgene00200080,1,,
wbgene00200082,1,,
wbgene00200087,1,,
wbgene00200088,1,,
wbgene00200089,1,,
wbgene00200095,1,,
wbgene00200096,1,,
wbgene00200101,1,,
wbgene00200102,1,,
wbgene00200103,1,,
wbgene00200104,1,,
wbgene00200106,1,,
wbgene00200107,1,,
wbgene00200109,1,,
wbgene00200110,1,,
wbgene00200111,1,,
wbgene00200112,1,,
wbgene00200117,1,,
wbgene00200120,1,,
wbgene00200123,1,,
wbgene00200124,1,,
wbgene00200127,1,,
wbgene00200128,1,,
wbgene00200129,1,,
wbgene00200130,1,,
wbgene00200135,1,,
wbgene00200138,1,,
wbgene00200139,1,,
wbgene00200140,1,,
wbgene00200141,1,,
wbgene00200142,1,,
wbgene00200143,1,,
wbgene00200144,1,,
wbgene00200145,1,,
wbgene00200149,1,,
wbgene00200150,1,,
wbgene00200153,1,,
wbgene00200157,1,,
wbgene00200162,1,,
wbgene00200165,1,,
wbgene00200166,1,,
wbgene00200167,1,,
wbgene00200169,1,,
wbgene00200170,1,,
wbgene00200172,1,,
wbgene00200184,1,,
wbgene00200188,1,,
wbgene00200189,1,,
wbgene00200191,1,,
wbgene00200196,1,,
wbgene00200199,1,,
wbgene00200200,1,,
wbgene00200204,1,,
wbgene00200205,1,,
wbgene00200207,1,,
wbgene00200208,1,,
wbgene00200209,1,,
wbgene00200211,1,,
wbgene00200214,1,,
wbgene00200216,1,,
wbgene00200217,1,,
wbgene00200218,1,,
wbgene00200221,1,,
wbgene00200224,1,,
wbgene00200226,1,,
wbgene00200227,1,,
wbgene00200229,1,,
wbgene00200232,1,,
wbgene00200235,1,,
wbgene00200240,1,,
wbgene00200242,1,,
wbgene00200244,1,,
wbgene00200246,1,,
wbgene00200249,1,,
wbgene00200252,1,,
wbgene00200253,1,,
wbgene00200257,1,,
wbgene00200259,1,,
wbgene00200261,1,,
wbgene00200262,1,,
wbgene00200263,1,,
wbgene00200266,1,,
wbgene00200268,1,,
wbgene00200272,1,,
wbgene00200273,1,,
wbgene00200274,1,,
wbgene00200275,1,,
wbgene00200277,1,,
wbgene00200278,1,,
wbgene00200279,1,,
wbgene00200280,1,,
wbgene00200282,1,,
wbgene00200283,1,,
wbgene00200285,1,,
wbgene00200287,1,,
wbgene00200291,1,,
wbgene00200292,1,,
wbgene00200293,1,,
wbgene00200297,1,,
wbgene00200299,1,,
wbgene00200300,1,,
wbgene00200301,1,,
wbgene00200302,1,,
wbgene00200303,1,,
wbgene00200305,1,,
wbgene00200306,1,,
wbgene00200308,1,,
wbgene00200309,1,,
wbgene00200312,1,,
wbgene00200313,1,,
wbgene00200314,1,,
wbgene00200316,1,,
wbgene00200321,1,,
wbgene00200323,1,,
wbgene00200324,1,,
wbgene00200326,1,,
wbgene00200327,1,,
wbgene00200329,1,,
wbgene00200330,1,,
wbgene00200331,1,,
wbgene00200333,1,,
wbgene00200337,1,,
wbgene00200338,1,,
wbgene00200339,1,,
wbgene00200340,1,,
wbgene00200342,1,,
wbgene00200344,1,,
wbgene00200346,1,,
wbgene00200348,1,,
wbgene00200352,1,,
wbgene00200355,1,,
wbgene00200357,1,,
wbgene00200358,1,,
wbgene00200361,1,,
wbgene00200362,1,,
wbgene00200366,1,,
wbgene00200372,1,,
wbgene00200377,1,,
wbgene00200378,1,,
wbgene00200379,1,,
wbgene00200385,1,,
wbgene00200387,1,,
wbgene00200388,1,,
wbgene00200390,1,,
wbgene00200391,1,,
wbgene00200392,1,,
wbgene00200394,1,,
wbgene00200399,1,,
wbgene00200400,1,,
wbgene00200407,1,,
wbgene00200413,1,,
wbgene00200414,1,,
wbgene00200415,1,,
wbgene00200416,1,,
wbgene00200418,1,,
wbgene00200419,1,,
wbgene00200424,1,,
wbgene00200426,1,,
wbgene00200428,1,,
wbgene00200429,1,,
wbgene00200431,1,,
wbgene00200436,1,,
wbgene00200438,1,,
wbgene00200439,1,,
wbgene00200440,1,,
wbgene00200441,1,,
wbgene00200443,1,,
wbgene00200444,1,,
wbgene00200449,1,,
wbgene00200451,1,,
wbgene00200452,1,,
wbgene00200453,1,,
wbgene00200454,1,,
wbgene00200458,1,,
wbgene00200459,1,,
wbgene00200460,1,,
wbgene00200461,1,,
wbgene00200462,1,,
wbgene00200465,1,,
wbgene00200471,1,,
wbgene00200472,1,,
wbgene00200475,1,,
wbgene00200476,1,,
wbgene00200479,1,,
wbgene00200480,1,,
wbgene00200482,1,,
wbgene00200486,1,,
wbgene00200487,1,,
wbgene00200488,1,,
wbgene00200489,1,,
wbgene00200490,1,,
wbgene00200493,1,,
wbgene00200494,1,,
wbgene00200497,1,,
wbgene00200498,1,,
wbgene00200501,1,,
wbgene00200502,1,,
